"","id","value","year"
"127","RUS",NA,"1990"
"128","RWA",72000,"1990"
"129","SAU",1000,"1990"
"130","SEN",5700,"1990"
"131","SRB",1100,"1990"
"132","SLE",7700,"1990"
"133","SGP",NA,"1990"
"134","SVK",100,"1990"
"135","SVN",200,"1990"
"136","SOM",3100,"1990"
"137","ZAF",130000,"1990"
"138","SSD",1100,"1990"
"139","ESP",84000,"1990"
"140","LKA",100,"1990"
"141","SDN",2000,"1990"
"142","SUR",500,"1990"
"143","SWZ",6900,"1990"
"144","SWE",4300,"1990"
"145","CHE",NA,"1990"
"146","SYR",NA,"1990"
"147","TJK",100,"1990"
"148","THA",180000,"1990"
"149","MKD",100,"1990"
"150","TLS",NA,"1990"
"151","TGO",23000,"1990"
"152","TTO",1000,"1990"
"153","TUN",100,"1990"
"154","TUR",NA,"1990"
"155","TKM",NA,"1990"
"156","UGA",1200000,"1990"
"157","UKR",12000,"1990"
"158","ARE",NA,"1990"
"159","GBR",NA,"1990"
"160","TZA",640000,"1990"
"161","USA",NA,"1990"
"162","URY",1000,"1990"
"163","UZB",NA,"1990"
"164","VEN",5300,"1990"
"165","VNM",1000,"1990"
"166","YEM",1000,"1990"
"167","ZMB",340000,"1990"
"168","ZWE",760000,"1990"
"169","Total",8900000,"1990"
"170","AFG",500,"1991"
"171","ALB",100,"1991"
"172","DZA",1600,"1991"
"173","AGO",18000,"1991"
"174","ARG",46000,"1991"
"175","ARM",100,"1991"
"176","AUS",15000,"1991"
"177","AUT",NA,"1991"
"178","AZE",100,"1991"
"179","BHS",1900,"1991"
"180","BHR",200,"1991"
"181","BGD",100,"1991"
"182","BRB",500,"1991"
"183","BLR",100,"1991"
"184","BEL",NA,"1991"
"185","BLZ",100,"1991"
"186","BEN",8100,"1991"
"187","BTN",NA,"1991"
"188","BOL",200,"1991"
"189","BIH",NA,"1991"
"190","BWA",72000,"1991"
"191","BRA",170000,"1991"
"192","BRN",NA,"1991"
"193","BGR",500,"1991"
"194","BFA",150000,"1991"
"195","BDI",19000,"1991"
"196","CPV",1000,"1991"
"197","KHM",4200,"1991"
"198","CMR",69000,"1991"
"199","CAN",NA,"1991"
"200","CAF",65000,"1991"
"201","TCD",30000,"1991"
"202","CHL",10000,"1991"
"203","CHN",NA,"1991"
"204","COL",28000,"1991"
"205","COM",100,"1991"
"206","COG",50000,"1991"
"207","CRI",2200,"1991"
"208","HRV",200,"1991"
"209","CUB",1000,"1991"
"210","CYP",NA,"1991"
"211","CZE",200,"1991"
"212","CIV",300000,"1991"
"213","PRK",NA,"1991"
"214","COD",330000,"1991"
"215","DNK",NA,"1991"
"216","DJI",1000,"1991"
"217","DOM",33000,"1991"
"218","ECU",8600,"1991"
"219","EGY",1000,"1991"
"220","SLV",8800,"1991"
"221","GNQ",5000,"1991"
"222","ERI",3700,"1991"
"223","EST",NA,"1991"
"224","ETH",440000,"1991"
"225","FJI",100,"1991"
"226","FIN",NA,"1991"
"227","FRA",79000,"1991"
"228","GAB",8900,"1991"
"229","GMB",1000,"1991"
"230","GEO",1000,"1991"
"231","DEU",NA,"1991"
"232","GHA",160000,"1991"
"233","GRC",NA,"1991"
"234","GTM",1000,"1991"
"235","GIN",38000,"1991"
"236","GNB",1400,"1991"
"237","GUY",500,"1991"
"238","HTI",150000,"1991"
"239","HND",21000,"1991"
"240","HUN",NA,"1991"
"241","ISL",NA,"1991"
"242","IND",250000,"1991"
"243","IDN",1000,"1991"
"244","IRN",3200,"1991"
"245","IRL",1300,"1991"
"246","ISR",NA,"1991"
"247","ITA",43000,"1991"
"248","JAM",13000,"1991"
"249","JPN",NA,"1991"
"250","JOR",200,"1991"
"251","KAZ",1000,"1991"
"252","KEN",870000,"1991"
"253","KWT",100,"1991"
"254","KGZ",100,"1991"
"255","LAO",100,"1991"
"256","LVA",1700,"1991"
"257","LBN",500,"1991"
"258","LSO",18000,"1991"
"259","LBR",32000,"1991"
"260","LTU",500,"1991"
"261","LUX",NA,"1991"
"262","MDG",1400,"1991"
"263","MWI",510000,"1991"
"264","MYS",29000,"1991"
"265","MDV",NA,"1991"
"266","MLI",50000,"1991"
"267","MLT",100,"1991"
"268","MRT",1600,"1991"
"269","MEX",74000,"1991"
"270","MNG",100,"1991"
"271","MNE",100,"1991"
"272","MAR",1600,"1991"
"273","MOZ",130000,"1991"
"274","MMR",25000,"1991"
"275","NAM",19000,"1991"
"276","NPL",500,"1991"
"277","NLD",7500,"1991"
"278","NZL",NA,"1991"
"279","NIC",3500,"1991"
"280","NER",14000,"1991"
"281","NGA",930000,"1991"
"282","NOR",NA,"1991"
"283","OMN",NA,"1991"
"284","PAK",100,"1991"
"285","PAN",6000,"1991"
"286","PNG",1200,"1991"
"287","PRY",1500,"1991"
"288","PER",72000,"1991"
"289","PHL",100,"1991"
"290","POL",NA,"1991"
"291","PRT",NA,"1991"
"292","QAT",100,"1991"
"293","KOR",NA,"1991"
"294","MDA",1000,"1991"
"295","ROU",7700,"1991"
"296","RUS",NA,"1991"
"297","RWA",86000,"1991"
"298","SAU",1000,"1991"
"299","SEN",7100,"1991"
"300","SRB",1200,"1991"
"301","SLE",9000,"1991"
"302","SGP",NA,"1991"
"303","SVK",100,"1991"
"304","SVN",200,"1991"
"305","SOM",4400,"1991"
"306","ZAF",230000,"1991"
"307","SSD",2100,"1991"
"308","ESP",87000,"1991"
"309","LKA",100,"1991"
"310","SDN",2600,"1991"
"311","SUR",1000,"1991"
"312","SWZ",14000,"1991"
"313","SWE",4400,"1991"
"314","CHE",NA,"1991"
"315","SYR",NA,"1991"
"316","TJK",100,"1991"
"317","THA",320000,"1991"
"318","MKD",100,"1991"
"319","TLS",NA,"1991"
"320","TGO",30000,"1991"
"321","TTO",1200,"1991"
"322","TUN",100,"1991"
"323","TUR",NA,"1991"
"324","TKM",NA,"1991"
"325","UGA",1300000,"1991"
"326","UKR",15000,"1991"
"327","ARE",NA,"1991"
"328","GBR",NA,"1991"
"329","TZA",770000,"1991"
"330","USA",NA,"1991"
"331","URY",1400,"1991"
"332","UZB",NA,"1991"
"333","VEN",7700,"1991"
"334","VNM",1700,"1991"
"335","YEM",1000,"1991"
"336","ZMB",420000,"1991"
"337","ZWE",900000,"1991"
"338","Total",10700000,"1991"
"339","AFG",1000,"1992"
"340","ALB",100,"1992"
"341","DZA",1700,"1992"
"342","AGO",23000,"1992"
"343","ARG",50000,"1992"
"344","ARM",100,"1992"
"345","AUS",15000,"1992"
"346","AUT",NA,"1992"
"347","AZE",100,"1992"
"348","BHS",2300,"1992"
"349","BHR",200,"1992"
"350","BGD",100,"1992"
"351","BRB",500,"1992"
"352","BLR",100,"1992"
"353","BEL",NA,"1992"
"354","BLZ",100,"1992"
"355","BEN",12000,"1992"
"356","BTN",NA,"1992"
"357","BOL",500,"1992"
"358","BIH",NA,"1992"
"359","BWA",97000,"1992"
"360","BRA",190000,"1992"
"361","BRN",NA,"1992"
"362","BGR",500,"1992"
"363","BFA",170000,"1992"
"364","BDI",28000,"1992"
"365","CPV",1100,"1992"
"366","KHM",12000,"1992"
"367","CMR",94000,"1992"
"368","CAN",NA,"1992"
"369","CAF",90000,"1992"
"370","TCD",36000,"1992"
"371","CHL",11000,"1992"
"372","CHN",NA,"1992"
"373","COL",38000,"1992"
"374","COM",100,"1992"
"375","COG",59000,"1992"
"376","CRI",2300,"1992"
"377","HRV",500,"1992"
"378","CUB",1000,"1992"
"379","CYP",NA,"1992"
"380","CZE",500,"1992"
"381","CIV",360000,"1992"
"382","PRK",NA,"1992"
"383","COD",360000,"1992"
"384","DNK",NA,"1992"
"385","DJI",1400,"1992"
"386","DOM",45000,"1992"
"387","ECU",11000,"1992"
"388","EGY",1000,"1992"
"389","SLV",10000,"1992"
"390","GNQ",5400,"1992"
"391","ERI",5400,"1992"
"392","EST",NA,"1992"
"393","ETH",550000,"1992"
"394","FJI",100,"1992"
"395","FIN",NA,"1992"
"396","FRA",81000,"1992"
"397","GAB",12000,"1992"
"398","GMB",1000,"1992"
"399","GEO",1000,"1992"
"400","DEU",NA,"1992"
"401","GHA",210000,"1992"
"402","GRC",NA,"1992"
"403","GTM",1000,"1992"
"404","GIN",47000,"1992"
"405","GNB",2000,"1992"
"406","GUY",1000,"1992"
"407","HTI",160000,"1992"
"408","HND",24000,"1992"
"409","HUN",NA,"1992"
"410","ISL",NA,"1992"
"411","IND",380000,"1992"
"412","IDN",1300,"1992"
"413","IRN",3600,"1992"
"414","IRL",1400,"1992"
"415","ISR",NA,"1992"
"416","ITA",53000,"1992"
"417","JAM",16000,"1992"
"418","JPN",NA,"1992"
"419","JOR",200,"1992"
"420","KAZ",1000,"1992"
"421","KEN",1000000,"1992"
"422","KWT",100,"1992"
"423","KGZ",100,"1992"
"424","LAO",100,"1992"
"425","LVA",2800,"1992"
"426","LBN",500,"1992"
"427","LSO",32000,"1992"
"428","LBR",37000,"1992"
"429","LTU",500,"1992"
"430","LUX",NA,"1992"
"431","MDG",2100,"1992"
"432","MWI",570000,"1992"
"433","MYS",47000,"1992"
"434","MDV",NA,"1992"
"435","MLI",56000,"1992"
"436","MLT",100,"1992"
"437","MRT",2200,"1992"
"438","MEX",81000,"1992"
"439","MNG",100,"1992"
"440","MNE",100,"1992"
"441","MAR",2000,"1992"
"442","MOZ",180000,"1992"
"443","MMR",42000,"1992"
"444","NAM",30000,"1992"
"445","NPL",1000,"1992"
"446","NLD",7500,"1992"
"447","NZL",NA,"1992"
"448","NIC",4300,"1992"
"449","NER",18000,"1992"
"450","NGA",1100000,"1992"
"451","NOR",NA,"1992"
"452","OMN",NA,"1992"
"453","PAK",100,"1992"
"454","PAN",7600,"1992"
"455","PNG",2000,"1992"
"456","PRY",1900,"1992"
"457","PER",76000,"1992"
"458","PHL",200,"1992"
"459","POL",NA,"1992"
"460","PRT",NA,"1992"
"461","QAT",100,"1992"
"462","KOR",NA,"1992"
"463","MDA",1000,"1992"
"464","ROU",7800,"1992"
"465","RUS",NA,"1992"
"466","RWA",98000,"1992"
"467","SAU",1000,"1992"
"468","SEN",8800,"1992"
"469","SRB",1300,"1992"
"470","SLE",10000,"1992"
"471","SGP",NA,"1992"
"472","SVK",100,"1992"
"473","SVN",200,"1992"
"474","SOM",6000,"1992"
"475","ZAF",390000,"1992"
"476","SSD",3900,"1992"
"477","ESP",88000,"1992"
"478","LKA",200,"1992"
"479","SDN",3500,"1992"
"480","SUR",1000,"1992"
"481","SWZ",26000,"1992"
"482","SWE",4500,"1992"
"483","CHE",NA,"1992"
"484","SYR",NA,"1992"
"485","TJK",100,"1992"
"486","THA",450000,"1992"
"487","MKD",100,"1992"
"488","TLS",NA,"1992"
"489","TGO",38000,"1992"
"490","TTO",1600,"1992"
"491","TUN",100,"1992"
"492","TUR",NA,"1992"
"493","TKM",NA,"1992"
"494","UGA",1300000,"1992"
"495","UKR",20000,"1992"
"496","ARE",NA,"1992"
"497","GBR",NA,"1992"
"498","TZA",900000,"1992"
"499","USA",NA,"1992"
"500","URY",1900,"1992"
"501","UZB",NA,"1992"
"502","VEN",11000,"1992"
"503","VNM",3400,"1992"
"504","YEM",1300,"1992"
"505","ZMB",520000,"1992"
"506","ZWE",1000000,"1992"
"507","Total",12500000,"1992"
"508","AFG",1000,"1993"
"509","ALB",100,"1993"
"510","DZA",1900,"1993"
"511","AGO",28000,"1993"
"512","ARG",53000,"1993"
"513","ARM",100,"1993"
"514","AUS",15000,"1993"
"515","AUT",NA,"1993"
"516","AZE",100,"1993"
"517","BHS",2800,"1993"
"518","BHR",200,"1993"
"519","BGD",200,"1993"
"520","BRB",1000,"1993"
"521","BLR",100,"1993"
"522","BEL",NA,"1993"
"523","BLZ",100,"1993"
"524","BEN",17000,"1993"
"525","BTN",NA,"1993"
"526","BOL",1000,"1993"
"527","BIH",NA,"1993"
"528","BWA",130000,"1993"
"529","BRA",210000,"1993"
"530","BRN",NA,"1993"
"531","BGR",500,"1993"
"532","BFA",180000,"1993"
"533","BDI",39000,"1993"
"534","CPV",1300,"1993"
"535","KHM",26000,"1993"
"536","CMR",120000,"1993"
"537","CAN",NA,"1993"
"538","CAF",120000,"1993"
"539","TCD",43000,"1993"
"540","CHL",12000,"1993"
"541","CHN",NA,"1993"
"542","COL",48000,"1993"
"543","COM",100,"1993"
"544","COG",68000,"1993"
"545","CRI",2500,"1993"
"546","HRV",500,"1993"
"547","CUB",1000,"1993"
"548","CYP",NA,"1993"
"549","CZE",500,"1993"
"550","CIV",420000,"1993"
"551","PRK",NA,"1993"
"552","COD",390000,"1993"
"553","DNK",NA,"1993"
"554","DJI",2100,"1993"
"555","DOM",57000,"1993"
"556","ECU",13000,"1993"
"557","EGY",1000,"1993"
"558","SLV",11000,"1993"
"559","GNQ",5900,"1993"
"560","ERI",7300,"1993"
"561","EST",NA,"1993"
"562","ETH",670000,"1993"
"563","FJI",100,"1993"
"564","FIN",NA,"1993"
"565","FRA",82000,"1993"
"566","GAB",15000,"1993"
"567","GMB",1400,"1993"
"568","GEO",1000,"1993"
"569","DEU",NA,"1993"
"570","GHA",270000,"1993"
"571","GRC",NA,"1993"
"572","GTM",1500,"1993"
"573","GIN",57000,"1993"
"574","GNB",2800,"1993"
"575","GUY",1000,"1993"
"576","HTI",160000,"1993"
"577","HND",28000,"1993"
"578","HUN",NA,"1993"
"579","ISL",NA,"1993"
"580","IND",540000,"1993"
"581","IDN",2700,"1993"
"582","IRN",3900,"1993"
"583","IRL",1600,"1993"
"584","ISR",NA,"1993"
"585","ITA",63000,"1993"
"586","JAM",20000,"1993"
"587","JPN",NA,"1993"
"588","JOR",200,"1993"
"589","KAZ",1000,"1993"
"590","KEN",1200000,"1993"
"591","KWT",100,"1993"
"592","KGZ",100,"1993"
"593","LAO",100,"1993"
"594","LVA",3800,"1993"
"595","LBN",1000,"1993"
"596","LSO",51000,"1993"
"597","LBR",41000,"1993"
"598","LTU",1000,"1993"
"599","LUX",NA,"1993"
"600","MDG",3200,"1993"
"601","MWI",620000,"1993"
"602","MYS",58000,"1993"
"603","MDV",NA,"1993"
"604","MLI",61000,"1993"
"605","MLT",100,"1993"
"606","MRT",2900,"1993"
"607","MEX",88000,"1993"
"608","MNG",100,"1993"
"609","MNE",100,"1993"
"610","MAR",2400,"1993"
"611","MOZ",240000,"1993"
"612","MMR",56000,"1993"
"613","NAM",44000,"1993"
"614","NPL",1800,"1993"
"615","NLD",7600,"1993"
"616","NZL",NA,"1993"
"617","NIC",5200,"1993"
"618","NER",23000,"1993"
"619","NGA",1200000,"1993"
"620","NOR",NA,"1993"
"621","OMN",NA,"1993"
"622","PAK",100,"1993"
"623","PAN",8900,"1993"
"624","PNG",3200,"1993"
"625","PRY",2300,"1993"
"626","PER",78000,"1993"
"627","PHL",200,"1993"
"628","POL",NA,"1993"
"629","PRT",NA,"1993"
"630","QAT",100,"1993"
"631","KOR",NA,"1993"
"632","MDA",1200,"1993"
"633","ROU",7900,"1993"
"634","RUS",NA,"1993"
"635","RWA",110000,"1993"
"636","SAU",1000,"1993"
"637","SEN",11000,"1993"
"638","SRB",1300,"1993"
"639","SLE",12000,"1993"
"640","SGP",NA,"1993"
"641","SVK",100,"1993"
"642","SVN",200,"1993"
"643","SOM",7900,"1993"
"644","ZAF",620000,"1993"
"645","SSD",6800,"1993"
"646","ESP",89000,"1993"
"647","LKA",200,"1993"
"648","SDN",4500,"1993"
"649","SUR",1200,"1993"
"650","SWZ",42000,"1993"
"651","SWE",4500,"1993"
"652","CHE",NA,"1993"
"653","SYR",NA,"1993"
"654","TJK",100,"1993"
"655","THA",540000,"1993"
"656","MKD",100,"1993"
"657","TLS",NA,"1993"
"658","TGO",47000,"1993"
"659","TTO",2200,"1993"
"660","TUN",100,"1993"
"661","TUR",NA,"1993"
"662","TKM",NA,"1993"
"663","UGA",1300000,"1993"
"664","UKR",29000,"1993"
"665","ARE",NA,"1993"
"666","GBR",NA,"1993"
"667","TZA",1000000,"1993"
"668","USA",NA,"1993"
"669","URY",2500,"1993"
"670","UZB",NA,"1993"
"671","VEN",15000,"1993"
"672","VNM",6600,"1993"
"673","YEM",1500,"1993"
"674","ZMB",600000,"1993"
"675","ZWE",1200000,"1993"
"676","Total",14500000,"1993"
"677","AFG",1000,"1994"
"678","ALB",100,"1994"
"679","DZA",2200,"1994"
"680","AGO",34000,"1994"
"681","ARG",55000,"1994"
"682","ARM",100,"1994"
"683","AUS",14000,"1994"
"684","AUT",NA,"1994"
"685","AZE",200,"1994"
"686","BHS",3300,"1994"
"687","BHR",200,"1994"
"688","BGD",200,"1994"
"689","BRB",1000,"1994"
"690","BLR",100,"1994"
"691","BEL",NA,"1994"
"692","BLZ",100,"1994"
"693","BEN",22000,"1994"
"694","BTN",NA,"1994"
"695","BOL",1300,"1994"
"696","BIH",NA,"1994"
"697","BWA",160000,"1994"
"698","BRA",220000,"1994"
"699","BRN",NA,"1994"
"700","BGR",500,"1994"
"701","BFA",180000,"1994"
"702","BDI",53000,"1994"
"703","CPV",1500,"1994"
"704","KHM",45000,"1994"
"705","CMR",160000,"1994"
"706","CAN",NA,"1994"
"707","CAF",140000,"1994"
"708","TCD",49000,"1994"
"709","CHL",13000,"1994"
"710","CHN",NA,"1994"
"711","COL",59000,"1994"
"712","COM",100,"1994"
"713","COG",74000,"1994"
"714","CRI",2700,"1994"
"715","HRV",500,"1994"
"716","CUB",1200,"1994"
"717","CYP",NA,"1994"
"718","CZE",500,"1994"
"719","CIV",470000,"1994"
"720","PRK",NA,"1994"
"721","COD",420000,"1994"
"722","DNK",NA,"1994"
"723","DJI",3100,"1994"
"724","DOM",69000,"1994"
"725","ECU",15000,"1994"
"726","EGY",1100,"1994"
"727","SLV",13000,"1994"
"728","GNQ",6300,"1994"
"729","ERI",9200,"1994"
"730","EST",NA,"1994"
"731","ETH",790000,"1994"
"732","FJI",100,"1994"
"733","FIN",NA,"1994"
"734","FRA",82000,"1994"
"735","GAB",20000,"1994"
"736","GMB",2000,"1994"
"737","GEO",1100,"1994"
"738","DEU",NA,"1994"
"739","GHA",330000,"1994"
"740","GRC",NA,"1994"
"741","GTM",2100,"1994"
"742","GIN",66000,"1994"
"743","GNB",3800,"1994"
"744","GUY",1000,"1994"
"745","HTI",160000,"1994"
"746","HND",31000,"1994"
"747","HUN",NA,"1994"
"748","ISL",NA,"1994"
"749","IND",740000,"1994"
"750","IDN",5400,"1994"
"751","IRN",4400,"1994"
"752","IRL",1800,"1994"
"753","ISR",NA,"1994"
"754","ITA",72000,"1994"
"755","JAM",23000,"1994"
"756","JPN",NA,"1994"
"757","JOR",200,"1994"
"758","KAZ",1100,"1994"
"759","KEN",1400000,"1994"
"760","KWT",100,"1994"
"761","KGZ",200,"1994"
"762","LAO",200,"1994"
"763","LVA",4500,"1994"
"764","LBN",1000,"1994"
"765","LSO",75000,"1994"
"766","LBR",45000,"1994"
"767","LTU",1000,"1994"
"768","LUX",NA,"1994"
"769","MDG",4500,"1994"
"770","MWI",680000,"1994"
"771","MYS",67000,"1994"
"772","MDV",NA,"1994"
"773","MLI",67000,"1994"
"774","MLT",100,"1994"
"775","MRT",3800,"1994"
"776","MEX",94000,"1994"
"777","MNG",100,"1994"
"778","MNE",100,"1994"
"779","MAR",2900,"1994"
"780","MOZ",310000,"1994"
"781","MMR",71000,"1994"
"782","NAM",62000,"1994"
"783","NPL",3800,"1994"
"784","NLD",7700,"1994"
"785","NZL",NA,"1994"
"786","NIC",6100,"1994"
"787","NER",29000,"1994"
"788","NGA",1400000,"1994"
"789","NOR",NA,"1994"
"790","OMN",NA,"1994"
"791","PAK",100,"1994"
"792","PAN",9600,"1994"
"793","PNG",4800,"1994"
"794","PRY",2800,"1994"
"795","PER",79000,"1994"
"796","PHL",500,"1994"
"797","POL",NA,"1994"
"798","PRT",NA,"1994"
"799","QAT",100,"1994"
"800","KOR",NA,"1994"
"801","MDA",1400,"1994"
"802","ROU",8000,"1994"
"803","RUS",NA,"1994"
"804","RWA",120000,"1994"
"805","SAU",1200,"1994"
"806","SEN",13000,"1994"
"807","SRB",1400,"1994"
"808","SLE",13000,"1994"
"809","SGP",NA,"1994"
"810","SVK",200,"1994"
"811","SVN",200,"1994"
"812","SOM",10000,"1994"
"813","ZAF",950000,"1994"
"814","SSD",11000,"1994"
"815","ESP",88000,"1994"
"816","LKA",200,"1994"
"817","SDN",5700,"1994"
"818","SUR",1500,"1994"
"819","SWZ",61000,"1994"
"820","SWE",4600,"1994"
"821","CHE",NA,"1994"
"822","SYR",NA,"1994"
"823","TJK",100,"1994"
"824","THA",610000,"1994"
"825","MKD",100,"1994"
"826","TLS",NA,"1994"
"827","TGO",57000,"1994"
"828","TTO",2900,"1994"
"829","TUN",100,"1994"
"830","TUR",NA,"1994"
"831","TKM",NA,"1994"
"832","UGA",1300000,"1994"
"833","UKR",42000,"1994"
"834","ARE",NA,"1994"
"835","GBR",NA,"1994"
"836","TZA",1200000,"1994"
"837","USA",NA,"1994"
"838","URY",3100,"1994"
"839","UZB",NA,"1994"
"840","VEN",19000,"1994"
"841","VNM",12000,"1994"
"842","YEM",1700,"1994"
"843","ZMB",690000,"1994"
"844","ZWE",1300000,"1994"
"845","Total",16700000,"1994"
"846","AFG",1100,"1995"
"847","ALB",100,"1995"
"848","DZA",2400,"1995"
"849","AGO",41000,"1995"
"850","ARG",58000,"1995"
"851","ARM",100,"1995"
"852","AUS",14000,"1995"
"853","AUT",NA,"1995"
"854","AZE",500,"1995"
"855","BHS",3700,"1995"
"856","BHR",200,"1995"
"857","BGD",500,"1995"
"858","BRB",1000,"1995"
"859","BLR",100,"1995"
"860","BEL",NA,"1995"
"861","BLZ",100,"1995"
"862","BEN",28000,"1995"
"863","BTN",NA,"1995"
"864","BOL",2400,"1995"
"865","BIH",NA,"1995"
"866","BWA",190000,"1995"
"867","BRA",240000,"1995"
"868","BRN",NA,"1995"
"869","BGR",500,"1995"
"870","BFA",190000,"1995"
"871","BDI",68000,"1995"
"872","CPV",1700,"1995"
"873","KHM",65000,"1995"
"874","CMR",200000,"1995"
"875","CAN",NA,"1995"
"876","CAF",160000,"1995"
"877","TCD",56000,"1995"
"878","CHL",13000,"1995"
"879","CHN",NA,"1995"
"880","COL",69000,"1995"
"881","COM",100,"1995"
"882","COG",78000,"1995"
"883","CRI",2900,"1995"
"884","HRV",500,"1995"
"885","CUB",1300,"1995"
"886","CYP",NA,"1995"
"887","CZE",500,"1995"
"888","CIV",530000,"1995"
"889","PRK",NA,"1995"
"890","COD",450000,"1995"
"891","DNK",NA,"1995"
"892","DJI",4400,"1995"
"893","DOM",81000,"1995"
"894","ECU",17000,"1995"
"895","EGY",1200,"1995"
"896","SLV",14000,"1995"
"897","GNQ",6800,"1995"
"898","ERI",11000,"1995"
"899","EST",NA,"1995"
"900","ETH",910000,"1995"
"901","FJI",100,"1995"
"902","FIN",NA,"1995"
"903","FRA",83000,"1995"
"904","GAB",24000,"1995"
"905","GMB",2800,"1995"
"906","GEO",1200,"1995"
"907","DEU",NA,"1995"
"908","GHA",370000,"1995"
"909","GRC",NA,"1995"
"910","GTM",3000,"1995"
"911","GIN",74000,"1995"
"912","GNB",5300,"1995"
"913","GUY",1100,"1995"
"914","HTI",160000,"1995"
"915","HND",34000,"1995"
"916","HUN",NA,"1995"
"917","ISL",NA,"1995"
"918","IND",960000,"1995"
"919","IDN",10000,"1995"
"920","IRN",5100,"1995"
"921","IRL",2000,"1995"
"922","ISR",NA,"1995"
"923","ITA",80000,"1995"
"924","JAM",25000,"1995"
"925","JPN",NA,"1995"
"926","JOR",200,"1995"
"927","KAZ",1400,"1995"
"928","KEN",1500000,"1995"
"929","KWT",100,"1995"
"930","KGZ",500,"1995"
"931","LAO",200,"1995"
"932","LVA",5000,"1995"
"933","LBN",1000,"1995"
"934","LSO",100000,"1995"
"935","LBR",50000,"1995"
"936","LTU",1000,"1995"
"937","LUX",NA,"1995"
"938","MDG",6100,"1995"
"939","MWI",740000,"1995"
"940","MYS",74000,"1995"
"941","MDV",NA,"1995"
"942","MLI",73000,"1995"
"943","MLT",100,"1995"
"944","MRT",4900,"1995"
